Subscriber_ID,Order_ID,Bad_Performance_Flag,Performance_Group,submissionDate,First_Name,MiddleAndSurName,Last_Name,Address1,Address2,City,State,Zip,Phone,Email_Address,SSN,DOB,IP,License_Number,License_State,initialDecision,finalDecision,manualReviewMethod,fraudType,fraudReportDate,suspectedFraud,confirmedFraud,fraudManualReview,fraudLossAmount,applicationChannel,accountType,lineofBusiness,deviceOS,deviceType,deviceInterface,accountBooked,Subscribers_Age_At_Pickup,Total_Orders,Non-Cancelled_Orders,Non-Rejected_Cancelled_Orders,Rejected_Cancelled_Orders,Orders_Total_Cancelled_Orders,Default,Repo_Total,Repo_Under_1_Month,Repo_Over_1_Month,Chargeback,Chargeback_$,Accident
ac0a175a-95ad-48f7-b585-3ef697054a8c,3347cd6a-356e-4b7d-bc37-4c6874d4b6c3,0,5_Rejected,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,30062,+8612222222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,3083.27,Desktop,,Flexcar Bobville,iOS,Mobile,Mobile App,yes,88.0,1,1,0,0,1,0,0,0,0,0,985.13,0
d76c02e7-fc5f-468d-a6d7-0dc1e43cd4d7,9b7d8661-a3c2-47b7-99d4-7391bad17c83,1,9_NoIP,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+15555550100,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,3733.11,Mobile,,Flexcar Bobville,iOS,Mobile,Safari,yes,78.0,1,1,0,0,1,0,0,0,0,0,970.04,0
d61215fa-dee6-4a8c-b5a5-2a0c8f6987cb,2a11ac71-f9cd-470e-90df-33bd11eab66d,1,9_NoIP,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,30062,+8612222222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,2124.91,Desktop,,Flexcar Bobville,Android,Mobile,Safari,yes,63.0,1,1,0,1,1,0,0,0,0,0,1037.87,0
4badf352-21e0-4a8b-80d0-bb3b77000ebf,d59bda4a-9b0f-4d78-be28-af8568a3438a,0,2_Default,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+15555550100,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,2047.94,Mobile,,Flexcar Bobville,Windows,Mobile,Mobile App,no,60.0,1,1,0,1,0,0,0,0,0,0,2723.83,0
091657f0-721c-4b4f-8bb4-d167832e4ab1,cbc46765-55ae-4497-8a2e-07dff42ccbc3,0,5_Rejected,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,30062,+15555550100,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,4232.82,Tablet,,Flexcar Bobville,iOS,Mobile,Mobile App,yes,21.0,1,1,0,0,0,0,0,0,0,0,1500.57,0
5d7d1c62-15dc-4c57-abbf-0ae5ee5abccf,1ff251c2-0892-44b8-a225-2f1f1fe46b20,1,3_Accident,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+15555550100,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,3329.48,Mobile,,Flexcar Bobville,iOS,Mobile,Mobile App,yes,65.0,1,1,0,0,0,0,0,0,0,0,4909.2,0
a14915f4-4580-4300-9b14-fa9a2f0a2d93,88f5feea-434b-4179-944a-9fcde0adcb83,0,5_Rejected,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,30062,+15555550100,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,4344.48,Desktop,,Flexcar Bobville,iOS,Mobile,Chrome,yes,96.0,1,1,0,1,1,0,0,0,0,0,1544.66,0
fb7301fb-69ba-4d2c-8739-d4581dfe30a3,69b5be7d-27fd-4c8b-a540-149cfcbadd9b,1,9_NoIP,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,30062,+912222222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,896.44,Mobile,,Flexcar Bobville,Windows,Mobile,Chrome,yes,99.0,1,0,0,0,0,0,0,0,0,0,3388.6,0
e2cff6ca-9863-4a6e-bbbd-31d84cd97e4e,18ff5339-5168-4309-9e1f-9bb9402843f8,0,10_CleanPII,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,30062,+15555550100,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,3314.77,Mobile,,Flexcar Bobville,iOS,Mobile,Mobile App,no,44.0,1,1,0,0,0,1,0,0,0,0,4782.41,0
c5377d2f-c500-4c60-90b4-8b6229a28d42,c067fc8e-3cdb-4a1d-97e3-18fe2f6737a6,0,10_CleanPII,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+15555550100,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,2090.79,Desktop,,Flexcar Bobville,Windows,Mobile,Chrome,yes,13.0,1,0,0,0,1,0,0,0,0,0,2424.24,0
32d0034d-9e4d-4295-ad1f-94fc85d10672,b9ddfb3f-5605-40c8-8815-f685b9beac80,1,2_Default,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+912222222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,1464.26,Mobile,,Flexcar Bobville,Android,Mobile,Mobile App,yes,57.0,1,0,0,1,0,1,0,1,0,0,60.87,0
76eda7c4-ca8f-4700-8dd2-2841b0ed8396,c3483831-402d-4df9-96f6-30a60a30681c,0,2_Default,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+2672222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,4011.67,Mobile,,Flexcar Bobville,Windows,Mobile,Safari,no,12.0,1,1,0,1,0,0,0,0,0,0,215.02,0
255ae02e-9561-4837-b6b2-2b742958bb9b,118fb7ce-6463-44c5-b375-eb9bd41150ef,1,2_Default,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+912222222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,2645.32,Mobile,,Flexcar Bobville,iOS,Mobile,Chrome,yes,43.0,1,0,0,0,1,0,0,0,0,0,1732.26,0
04a47dcb-7b95-4479-b386-68ac004fb0a0,ea5e85ff-cc99-4d71-9479-adb92eba805c,0,9_NoIP,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+8612222222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,4245.58,Mobile,,Flexcar Bobville,iOS,Mobile,Chrome,yes,29.0,1,1,0,0,1,0,0,0,0,0,288.89,0
c4b69b4a-f43f-4290-87d4-1ccdcc4a58c3,2a5954e1-0688-41a8-afcd-94e96961efc9,1,1_Repo,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+8612222222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,2577.55,Mobile,,Flexcar Bobville,Android,Mobile,Chrome,yes,67.0,1,1,0,1,0,0,1,0,0,0,3709.9,0
3bd539d7-9433-4ed6-88c0-b4ebdec7b0f0,ecc6ca73-794e-42d5-80c2-317fe579c9d8,1,2_Default,2022-11-11,Piip,Piipster Penguin,Penguin,123 Bob St,Apt 9,Bobville,GA,02170,+8612222222222,bob.erto+yoyo623@onefootprint.com,,1993-01-01,123.45.67.89,SA1234567,GA,,,Full,,,,,yes,1883.08,Mobile,,Flexcar Bobville,iOS,Desktop,Safari,yes,79.0,1,0,0,0,0,0,0,0,0,0,4802.08,0
